Id,Category
19747,1
19748,2
19749,1
19750,1
19751,3
19752,1
19753,2
19754,2
19755,1
19756,2
19757,1
19758,2
19759,4
19760,1
19761,2
19762,1
19763,2
19764,1
19765,1
19766,2
19767,1
19768,1
19769,1
19770,1
19771,3
19772,1
19773,1
19774,2
19775,3
19776,1
19777,2
19778,1
19779,1
19780,2
19781,2
19782,1
19783,1
19784,2
19785,3
19786,1
19787,1
19788,4
19789,2
19790,4
19791,1
19792,1
19793,2
19794,1
19795,3
19796,1
19797,2
19798,1
19799,1
19800,2
19801,1
19802,1
19803,3
19804,1
19805,1
19806,2
19807,4
19808,2
19809,1
19810,1
19811,4
19812,1
19813,2
19814,2
19815,2
19816,1
19817,2
19818,2
19819,1
19820,1
19821,4
19822,2
19823,2
19824,2
19825,1
19826,1
19827,1
19828,1
19829,3
19830,2
19831,1
19832,2
19833,1
19834,2
19835,1
19836,2
19837,2
19838,2
19839,1
19840,1
19841,2
19842,1
19843,1
19844,2
19845,1
19846,2
19847,1
19848,2
19849,1
19850,1
19851,1
19852,3
19853,1
19854,4
19855,2
19856,4
19857,2
19858,1
19859,1
19860,1
19861,1
19862,3
19863,3
19864,1
19865,1
19866,1
19867,2
19868,2
19869,2
19870,3
19871,2
19872,1
19873,1
19874,1
19875,1
19876,4
19877,2
19878,2
19879,2
19880,2
19881,4
19882,2
19883,1
19884,2
19885,1
19886,2
19887,2
19888,1
19889,2
19890,1
19891,1
19892,1
19893,2
19894,1
19895,1
19896,1
19897,2
19898,1
19899,1
19900,1
19901,1
19902,1
19903,1
19904,2
19905,2
19906,1
19907,3
19908,1
19909,2
19910,1
19911,2
19912,1
19913,2
19914,1
19915,2
19916,2
19917,1
19918,2
19919,1
19920,1
19921,1
19922,4
19923,1
19924,2
19925,1
19926,1
19927,1
19928,1
19929,2
19930,2
19931,1
19932,1
19933,4
19934,3
19935,2
19936,1
19937,1
19938,1
19939,3
19940,2
19941,3
19942,2
19943,2
19944,2
19945,1
19946,1
19947,1
19948,1
19949,2
19950,2
19951,1
19952,3
19953,3
19954,1
19955,1
19956,1
19957,2
19958,4
19959,3
19960,1
19961,1
19962,1
19963,2
19964,4
19965,1
19966,4
19967,1
19968,2
19969,1
19970,2
19971,3
19972,1
19973,2
19974,2
19975,2
19976,0
19977,2
19978,1
19979,3
19980,1
19981,2
19982,1
19983,3
19984,2
19985,2
19986,3
19987,1
19988,3
19989,2
19990,2
19991,2
19992,2
19993,1
19994,1
19995,1
19996,1
19997,1
19998,2
19999,1
20000,1
20001,1
20002,1
20003,1
20004,4
20005,2
20006,4
20007,1
20008,2
20009,1
20010,2
20011,2
20012,1
20013,1
20014,1
20015,1
20016,1
20017,1
20018,1
20019,1
20020,2
20021,2
20022,2
20023,1
20024,0
20025,1
20026,2
20027,1
20028,2
20029,1
20030,3
20031,1
20032,1
20033,1
20034,1
20035,2
20036,2
20037,1
20038,1
20039,4
20040,1
20041,2
20042,1
20043,1
20044,2
20045,2
20046,3
20047,2
20048,3
20049,1
20050,1
20051,1
20052,2
20053,1
20054,2
20055,2
20056,1
20057,1
20058,3
20059,1
20060,2
20061,2
20062,2
20063,1
20064,3
20065,1
20066,1
20067,3
20068,2
20069,1
20070,2
20071,3
20072,1
20073,2
20074,1
20075,2
20076,1
20077,2
20078,2
20079,1
20080,1
20081,1
20082,1
20083,2
20084,1
20085,1
20086,1
20087,1
20088,1
20089,1
20090,1
20091,3
20092,2
20093,1
20094,3
20095,1
20096,3
20097,1
20098,2
20099,1
20100,3
20101,1
20102,2
20103,3
20104,2
20105,2
20106,1
20107,2
20108,2
20109,1
20110,1
20111,1
20112,2
20113,2
20114,4
20115,1
20116,2
20117,1
20118,4
20119,1
20120,2
20121,2
20122,1
20123,1
20124,1
20125,1
20126,1
20127,1
20128,1
20129,1
20130,1
20131,2
20132,1
20133,1
20134,1
20135,1
20136,1
20137,3
20138,3
20139,1
20140,3
20141,1
20142,1
20143,1
20144,2
20145,2
20146,1
20147,1
20148,2
20149,2
20150,4
20151,3
20152,1
20153,1
20154,2
20155,1
20156,1
20157,1
20158,3
20159,1
20160,1
20161,1
20162,1
20163,1
20164,1
20165,1
20166,1
20167,2
20168,1
20169,1
20170,1
20171,1
20172,2
20173,1
20174,1
20175,1
20176,3
20177,4
20178,1
20179,1
20180,2
20181,2
20182,1
20183,1
20184,2
20185,1
20186,1
20187,1
20188,1
20189,3
20190,1
20191,1
20192,2
20193,2
20194,1
20195,1
20196,1
20197,1
20198,1
20199,2
20200,3
20201,1
20202,1
20203,4
20204,1
20205,2
20206,2
20207,1
20208,1
20209,3
20210,4
20211,2
20212,2
20213,1
20214,2
20215,3
20216,4
20217,2
20218,3
20219,2
20220,4
20221,2
20222,1
20223,1
20224,1
20225,2
20226,1
20227,1
20228,1
20229,3
20230,1
20231,4
20232,1
20233,2
20234,1
20235,1
20236,2
20237,2
20238,2
20239,3
20240,1
20241,2
20242,1
20243,1
20244,1
20245,1
20246,2
20247,1
20248,1
20249,2
20250,1
20251,1
20252,2
20253,1
20254,4
20255,1
20256,2
20257,1
20258,1
20259,3
20260,2
20261,1
20262,1
20263,2
20264,1
20265,2
20266,2
20267,1
20268,2
20269,1
20270,3
20271,1
20272,2
20273,1
20274,2
20275,1
20276,1
20277,3
20278,1
20279,1
20280,3
20281,1
20282,3
20283,2
20284,2
20285,1
20286,2
20287,1
20288,1
20289,3
20290,1
20291,1
20292,1
20293,1
20294,3
20295,1
20296,2
20297,1
20298,2
20299,1
20300,1
20301,1
20302,1
20303,1
20304,2
20305,1
20306,1
20307,3
20308,2
20309,2
20310,1
20311,1
20312,2
20313,1
20314,2
20315,2
20316,1
20317,1
20318,1
20319,1
20320,1
20321,2
20322,2
20323,1
20324,1
20325,1
20326,3
20327,2
20328,1
20329,2
20330,2
20331,1
20332,2
20333,4
20334,3
20335,1
20336,4
20337,3
20338,3
20339,1
20340,1
20341,1
20342,1
20343,1
20344,1
20345,1
20346,4
20347,1
20348,1
20349,3
20350,2
20351,1
20352,1
20353,2
20354,2
20355,1
20356,1
20357,2
20358,1
20359,3
20360,1
20361,1
20362,1
20363,1
20364,2
20365,2
20366,1
20367,3
20368,3
20369,2
20370,2
20371,2
20372,1
20373,2
20374,2
20375,2
20376,1
20377,1
20378,2
20379,1
20380,3
20381,1
20382,3
20383,1
20384,3
20385,1
20386,1
20387,3
20388,1
20389,1
20390,4
20391,1
20392,1
20393,1
20394,2
20395,2
20396,2
20397,1
20398,3
20399,2
20400,2
20401,1
20402,1
20403,3
20404,1
20405,1
20406,4
20407,3
20408,1
20409,1
20410,1
20411,1
20412,1
20413,1
20414,0
20415,2
20416,1
20417,1
20418,1
20419,1
20420,3
20421,1
20422,4
20423,2
20424,1
20425,2
20426,1
20427,1
20428,2
20429,1
20430,2
20431,1
20432,1
20433,2
20434,3
20435,1
20436,1
20437,4
20438,2
20439,4
20440,2
20441,3
20442,1
20443,2
20444,1
20445,2
20446,1
20447,2
20448,1
20449,1
20450,3
20451,2
20452,1
20453,3
20454,1
20455,1
20456,2
20457,2
20458,2
20459,3
20460,1
20461,2
20462,3
20463,1
20464,2
20465,4
20466,1
20467,1
20468,3
20469,1
20470,3
20471,2
20472,2
20473,1
20474,2
20475,1
20476,2
20477,1
20478,1
20479,1
20480,3
20481,1
20482,1
20483,1
20484,2
20485,2
20486,1
20487,3
20488,2
20489,3
20490,2
20491,1
20492,3
20493,1
20494,1
20495,1
20496,2
20497,1
20498,1
20499,3
20500,1
20501,1
20502,2
20503,1
20504,1
20505,1
20506,2
20507,1
20508,2
20509,1
20510,1
20511,1
20512,1
20513,1
20514,1
20515,1
20516,2
20517,2
20518,1
20519,4
20520,1
20521,2
20522,2
20523,1
20524,2
20525,4
20526,1
20527,1
20528,1
20529,1
20530,2
20531,2
20532,1
20533,4
20534,3
20535,1
20536,2
20537,2
20538,2
20539,2
20540,3
20541,2
20542,1
20543,2
20544,2
20545,1
20546,1
20547,3
20548,2
20549,1
20550,1
20551,1
20552,3
20553,2
20554,1
20555,2
20556,2
20557,1
20558,2
20559,3
20560,1
20561,1
20562,0
20563,1
20564,1
20565,2
20566,2
20567,3
20568,1
20569,1
20570,1
20571,2
20572,1
20573,4
20574,3
20575,1
20576,1
20577,2
20578,1
20579,1
20580,1
20581,2
20582,2
20583,2
20584,1
20585,3
20586,3
20587,2
20588,4
20589,1
20590,2
20591,1
20592,3
20593,2
20594,2
20595,2
20596,3
20597,1
20598,1
20599,2
20600,1
20601,2
20602,1
20603,4
20604,1
20605,2
20606,2
20607,2
20608,1
20609,2
20610,2
20611,2
20612,2
20613,0
20614,2
20615,3
20616,2
20617,1
20618,2
20619,4
20620,1
20621,1
20622,3
20623,1
20624,1
20625,1
20626,1
20627,1
20628,0
20629,2
20630,1
20631,1
20632,1
20633,1
20634,3
20635,2
20636,2
20637,1
20638,2
20639,1
20640,2
20641,1
20642,1
20643,2
20644,0
20645,1
20646,3
20647,1
20648,1
20649,4
20650,2
20651,1
20652,1
20653,1
20654,1
20655,1
20656,4
20657,3
20658,1
20659,2
20660,3
20661,1
20662,3
20663,3
20664,3
20665,1
20666,2
20667,1
20668,4
20669,4
20670,1
20671,1
20672,1
20673,1
20674,1
20675,1
20676,1
20677,1
20678,1
20679,1
20680,1
20681,2
20682,2
20683,1
20684,1
20685,1
20686,1
20687,1
20688,1
20689,2
20690,3
20691,1
20692,2
20693,2
20694,1
20695,1
20696,1
20697,1
20698,2
20699,3
20700,3
20701,2
20702,2
20703,2
20704,1
20705,1
20706,1
20707,2
20708,1
20709,1
20710,2
20711,3
20712,2
20713,3
20714,1
20715,1
20716,1
20717,4
20718,2
20719,1
20720,1
20721,2
20722,2
20723,3
20724,2
20725,1
20726,2
20727,3
20728,1
20729,3
20730,1
20731,2
20732,1
20733,1
20734,2
20735,1
20736,1
20737,1
20738,1
20739,1
20740,3
20741,1
20742,1
20743,1
20744,2
20745,4
20746,1
20747,2
20748,2
20749,1
20750,2
20751,1
20752,3
20753,2
20754,1
20755,4
20756,1
20757,1
20758,4
20759,1
20760,2
20761,2
20762,2
20763,1
20764,1
20765,1
20766,1
20767,1
20768,3
20769,1
20770,1
20771,4
20772,2
20773,2
20774,3
20775,1
20776,2
20777,2
20778,3
20779,2
20780,2
20781,1
20782,3
20783,2
20784,3
20785,2
20786,2
20787,1
20788,4
20789,1
20790,2
20791,2
20792,2
20793,2
20794,1
20795,1
20796,2
20797,1
20798,1
20799,1
20800,1
20801,1
20802,2
20803,1
20804,3
20805,1
20806,2
20807,4
20808,4
20809,1
20810,1
20811,1
20812,4
20813,1
20814,1
20815,2
20816,2
20817,2
20818,1
20819,1
20820,2
20821,3
20822,4
20823,1
20824,2
20825,1
20826,2
20827,2
20828,1
20829,1
20830,1
20831,1
20832,2
20833,1
20834,1
20835,1
20836,4
20837,2
20838,1
20839,2
20840,4
20841,3
20842,1
20843,2
20844,0
20845,1
20846,2
20847,4
20848,2
20849,1
20850,2
20851,1
20852,1
20853,1
20854,4
20855,4
20856,2
20857,1
20858,1
20859,1
20860,2
20861,1
20862,1
20863,1
20864,1
20865,1
20866,1
20867,2
20868,1
20869,1
20870,1
20871,1
20872,3
20873,4
20874,1
20875,2
20876,3
20877,2
20878,1
20879,1
20880,2
20881,2
20882,3
20883,1
20884,1
20885,0
20886,1
20887,2
20888,1
20889,1
20890,1
20891,2
20892,1
20893,2
20894,2
20895,1
20896,1
20897,1
20898,3
20899,1
20900,1
20901,1
20902,1
20903,2
20904,2
20905,1
20906,3
20907,1
20908,2
20909,1
20910,1
20911,1
20912,2
20913,2
20914,1
20915,1
20916,1
20917,1
20918,1
20919,1
20920,1
20921,2
20922,1
20923,2
20924,1
20925,2
20926,1
20927,2
20928,3
20929,1
20930,1
20931,1
20932,1
20933,3
20934,1
20935,2
20936,1
20937,3
20938,2
20939,1
20940,3
20941,2
20942,1
20943,2
20944,1
20945,1
20946,2
20947,1
20948,2
20949,1
20950,1
20951,1
20952,1
20953,4
20954,1
20955,1
20956,2
20957,1
20958,1
20959,1
20960,2
20961,4
20962,2
20963,2
20964,1
20965,3
20966,2
20967,2
20968,2
20969,1
20970,1
20971,4
20972,1
20973,1
20974,1
20975,1
20976,1
20977,3
20978,1
20979,1
20980,1
20981,1
20982,1
20983,2
20984,3
20985,2
20986,3
20987,1
20988,1
20989,2
20990,1
20991,1
20992,1
20993,1
20994,2
20995,1
20996,1
20997,2
20998,2
20999,1
21000,2
21001,4
21002,1
21003,3
21004,2
21005,1
21006,1
21007,1
21008,3
21009,2
21010,1
21011,1
21012,1
21013,2
21014,1
21015,3
21016,2
21017,2
21018,0
21019,2
21020,4
21021,1
21022,1
21023,1
21024,1
21025,1
21026,1
21027,1
21028,2
21029,2
21030,1
21031,1
21032,1
21033,1
21034,1
21035,1
21036,0
21037,2
21038,1
21039,1
21040,2
21041,1
21042,1
21043,1
21044,1
21045,2
21046,1
21047,2
21048,2
21049,1
21050,1
21051,3
21052,1
21053,2
21054,1
21055,2
21056,2
21057,2
21058,1
21059,1
21060,2
21061,2
21062,2
21063,2
21064,1
21065,2
21066,2
21067,1
21068,2
21069,3
21070,4
21071,1
21072,1
21073,1
21074,1
21075,2
21076,2
21077,2
21078,2
21079,1
21080,3
21081,4
21082,1
21083,1
21084,1
21085,1
21086,1
21087,1
21088,1
21089,1
21090,4
21091,1
21092,2
21093,2
21094,1
21095,1
21096,1
21097,1
21098,2
21099,2
21100,2
21101,2
21102,1
21103,2
21104,1
21105,1
21106,2
21107,1
21108,1
21109,1
21110,1
21111,3
21112,1
21113,1
21114,1
21115,3
21116,2
21117,2
21118,1
21119,2
21120,2
21121,1
21122,4
21123,2
21124,1
21125,2
21126,1
21127,2
21128,2
21129,2
21130,3
21131,2
21132,1
21133,2
21134,3
21135,1
21136,3
21137,2
21138,1
21139,2
21140,1
21141,1
21142,2
21143,2
21144,2
21145,1
21146,2
21147,2
21148,1
21149,1
21150,1
21151,4
21152,3
21153,1
21154,2
21155,1
21156,1
21157,3
21158,2
21159,4
21160,2
21161,1
21162,3
21163,1
21164,1
21165,2
21166,1
21167,1
21168,1
21169,1
21170,1
21171,2
21172,1
21173,1
21174,2
21175,1
21176,1
21177,1
21178,2
21179,2
21180,4
21181,2
21182,1
21183,1
21184,4
21185,1
21186,1
21187,1
21188,2
21189,2
21190,2
21191,2
21192,2
21193,1
21194,3
21195,3
21196,2
21197,2
21198,2
21199,1
21200,2
21201,1
21202,2
21203,2
21204,2
21205,1
21206,1
21207,1
21208,2
21209,2
21210,2
21211,1
21212,1
21213,2
21214,3
21215,2
21216,1
21217,1
21218,1
21219,1
21220,1
21221,1
21222,1
21223,2
21224,1
21225,4
21226,4
21227,2
21228,1
21229,1
21230,1
21231,1
21232,2
21233,1
21234,2
21235,1
21236,2
21237,2
21238,1
21239,1
21240,1
21241,2
21242,1
21243,1
21244,1
21245,1
21246,2
21247,3
21248,3
21249,1
21250,1
21251,1
21252,2
21253,1
21254,1
21255,2
21256,1
21257,1
21258,2
21259,1
21260,2
21261,3
21262,1
21263,1
21264,1
21265,1
21266,1
21267,1
21268,1
21269,2
21270,1
21271,2
21272,1
21273,1
21274,2
21275,3
21276,1
21277,1
21278,2
21279,1
21280,1
21281,2
21282,1
21283,1
21284,2
21285,2
21286,1
21287,4
21288,1
21289,3
21290,2
21291,2
21292,1
21293,1
21294,1
21295,1
21296,2
21297,1
21298,1
21299,1
21300,1
21301,2
21302,2
21303,1
21304,1
21305,2
21306,1
21307,2
21308,1
21309,1
21310,2
21311,3
21312,1
21313,1
21314,2
21315,2
21316,3
21317,2
21318,3
21319,1
21320,1
21321,2
21322,3
21323,3
21324,1
21325,1
21326,1
21327,1
21328,1
21329,1
21330,3
21331,1
21332,1
21333,1
21334,2
21335,1
21336,1
21337,1
21338,1
21339,1
21340,2
21341,1
21342,1
21343,1
21344,1
21345,3
21346,1
21347,1
21348,2
21349,2
21350,1
21351,1
21352,2
21353,2
21354,1
21355,3
21356,2
21357,1
21358,3
21359,1
21360,4
21361,1
21362,1
21363,2
21364,2
21365,1
21366,2
21367,2
21368,1
21369,3
21370,2
21371,2
21372,2
21373,2
21374,1
21375,1
21376,1
21377,1
21378,2
21379,1
21380,1
21381,1
21382,2
21383,2
21384,3
21385,1
21386,1
21387,1
21388,3
21389,4
21390,2
21391,2
21392,1
21393,2
21394,1
21395,2
21396,1
21397,1
21398,1
21399,1
21400,1
21401,1
21402,1
21403,2
21404,1
21405,1
21406,1
21407,1
21408,1
21409,1
21410,4
21411,4
21412,3
21413,1
21414,1
21415,1
21416,1
21417,1
21418,1
21419,1
21420,1
21421,2
21422,1
21423,4
21424,3
21425,1
21426,2
21427,1
21428,1
21429,2
21430,1
21431,2
21432,1
21433,1
21434,1
21435,1
21436,2
21437,1
21438,2
21439,3
21440,1
21441,1
21442,4
21443,1
21444,4
21445,1
21446,3
21447,1
21448,1
21449,1
21450,1
21451,1
21452,1
21453,1
21454,1
21455,3
21456,1
21457,1
21458,2
21459,1
21460,4
21461,2
21462,2
21463,1
21464,2
21465,1
21466,1
21467,0
21468,2
21469,1
21470,1
21471,3
21472,1
21473,3
21474,2
21475,3
21476,2
21477,1
21478,2
21479,1
21480,1
21481,1
21482,1
21483,2
21484,2
21485,2
21486,1
21487,1
21488,1
21489,2
21490,1
21491,4
21492,2
21493,1
21494,1
21495,1
21496,1
21497,2
21498,2
21499,2
21500,1
21501,1
21502,2
21503,1
21504,3
21505,2
21506,2
21507,2
21508,4
21509,1
21510,1
21511,2
21512,1
21513,2
21514,1
21515,1
21516,2
21517,2
21518,1
21519,1
21520,2
21521,1
21522,1
21523,1
21524,1
21525,1
21526,1
21527,3
21528,1
21529,1
21530,1
21531,2
21532,0
21533,1
21534,1
21535,4
21536,2
21537,4
21538,1
21539,1
21540,2
21541,1
21542,1
21543,4
21544,1
21545,2
21546,1
21547,1
21548,1
21549,2
21550,1
21551,1
21552,2
21553,1
21554,2
21555,4
21556,2
21557,2
21558,1
21559,2
21560,2
21561,1
21562,2
21563,1
21564,2
21565,2
21566,1
21567,1
21568,2
21569,1
21570,2
21571,3
21572,3
21573,1
21574,2
21575,2
21576,1
21577,1
21578,4
21579,3
21580,2
21581,2
21582,1
21583,1
21584,1
21585,1
21586,3
21587,1
21588,2
21589,2
21590,2
21591,2
21592,2
21593,3
21594,1
21595,4
21596,3
21597,4
21598,2
21599,2
21600,1
21601,1
21602,1
21603,1
21604,3
21605,1
21606,3
21607,1
21608,2
21609,1
21610,2
21611,1
21612,1
21613,1
21614,4
21615,1
21616,3
21617,4
21618,1
21619,3
21620,4
21621,1
21622,1
21623,4
21624,1
21625,1
21626,3
21627,2
21628,1
21629,2
21630,1
21631,1
21632,1
21633,2
21634,1
21635,4
21636,1
21637,3
21638,2
21639,1
21640,2
21641,0
21642,1
21643,2
21644,2
21645,2
21646,1
21647,1
21648,1
21649,3
21650,2
21651,2
21652,2
21653,0
21654,2
21655,4
21656,1
21657,3
21658,1
21659,1
21660,2
21661,3
21662,4
21663,1
21664,1
21665,1
21666,2
21667,1
21668,1
21669,1
21670,3
21671,3
21672,2
21673,1
21674,2
21675,3
21676,1
21677,1
21678,2
21679,2
21680,2
21681,3
21682,1
21683,1
21684,1
21685,1
21686,1
21687,1
21688,3
21689,1
21690,1
21691,4
21692,1
21693,1
21694,1
21695,2
21696,3
21697,2
21698,1
21699,1
21700,3
21701,1
21702,2
21703,1
21704,2
21705,1
21706,4
21707,1
21708,2
21709,2
21710,1
21711,1
21712,2
21713,4
21714,2
21715,1
21716,3
21717,1
21718,1
21719,4
21720,2
21721,1
21722,1
21723,1
21724,1
21725,1
21726,4
21727,1
21728,1
21729,2
21730,2
21731,1
21732,2
21733,3
21734,1
21735,2
21736,1
21737,1
21738,1
21739,1
21740,3
21741,1
21742,1
21743,1
21744,1
21745,1
21746,1
21747,2
21748,2
21749,1
21750,1
21751,1
21752,1
21753,1
21754,4
21755,2
21756,1
21757,2
21758,2
21759,3
21760,1
21761,1
21762,2
21763,2
21764,1
21765,1
21766,1
21767,1
21768,2
21769,1
21770,2
21771,1
21772,2
21773,2
21774,1
21775,1
21776,1
21777,3
21778,1
21779,1
21780,4
21781,2
21782,1
21783,2
21784,1
21785,3
21786,1
21787,2
21788,1
21789,2
21790,2
21791,2
21792,4
21793,1
21794,1
21795,1
21796,2
21797,2
21798,2
21799,1
21800,1
21801,1
21802,1
21803,3
21804,2
21805,1
21806,2
21807,3
21808,1
21809,3
21810,1
21811,1
21812,4
21813,4
21814,1
21815,1
21816,1
21817,1
21818,2
21819,2
21820,1
21821,1
21822,1
21823,1
21824,2
21825,1
21826,1
21827,2
21828,2
21829,2
21830,1
21831,1
21832,1
21833,1
21834,1
21835,1
21836,1
21837,1
21838,2
21839,1
21840,4
21841,1
21842,2
21843,3
21844,3
21845,1
21846,1
21847,1
21848,2
21849,1
21850,1
21851,2
21852,1
21853,1
21854,2
21855,1
21856,2
21857,1
21858,1
21859,2
21860,2
21861,1
21862,1
21863,2
21864,1
21865,2
21866,2
21867,1
21868,1
21869,2
21870,2
21871,1
21872,1
21873,3
21874,1
21875,2
21876,1
21877,2
21878,1
21879,2
21880,3
21881,3
21882,3
21883,4
21884,2
21885,1
21886,3
21887,1
21888,2
21889,1
21890,1
21891,3
21892,2
21893,1
21894,1
21895,1
21896,0
21897,1
21898,1
21899,2
21900,2
21901,2
21902,1
21903,2
21904,2
21905,1
21906,4
21907,4
21908,2
21909,1
21910,4
21911,2
21912,1
21913,1
21914,1
21915,1
21916,1
21917,2
21918,0
21919,1
21920,2
21921,1
21922,1
21923,3
21924,1
21925,2
21926,1
21927,1
21928,1
21929,2
21930,4
21931,1
21932,4
21933,1
21934,3
21935,0
21936,2
21937,2
21938,1
21939,1
21940,3
21941,1
21942,2
21943,1
21944,2
21945,3
21946,1
21947,1
21948,0
21949,1
21950,1
21951,1
21952,1
21953,1
21954,1
21955,2
21956,1
21957,1
21958,2
21959,4
21960,1
21961,3
21962,1
21963,1
21964,2
21965,2
21966,2
21967,3
21968,1
21969,1
21970,1
21971,1
21972,1
21973,1
21974,2
21975,2
21976,1
21977,1
21978,2
21979,2
21980,1
21981,1
21982,1
21983,2
21984,1
21985,1
21986,1
21987,2
21988,2
21989,1
21990,1
21991,3
21992,2
21993,2
21994,1
21995,1
21996,2
21997,1
21998,1
21999,2
22000,3
22001,1
22002,1
22003,1
22004,1
22005,1
22006,1
22007,3
22008,2
22009,1
22010,3
22011,1
22012,2
22013,3
22014,1
22015,1
22016,2
22017,1
22018,2
22019,1
22020,2
22021,1
22022,2
22023,2
22024,3
22025,1
22026,4
22027,2
22028,1
22029,2
22030,1
22031,1
22032,2
22033,2
22034,2
22035,1
22036,2
22037,1
22038,1
22039,1
22040,2
22041,1
22042,1
22043,1
22044,1
22045,1
22046,2
22047,1
22048,1
22049,2
22050,2
22051,2
22052,1
22053,1
22054,1
22055,2
22056,4
22057,2
22058,1
22059,2
22060,2
22061,2
22062,1
22063,2
22064,1
22065,2
22066,2
22067,2
22068,1
22069,2
22070,1
22071,1
22072,2
22073,1
22074,1
22075,2
22076,1
22077,2
22078,2
22079,1
22080,2
22081,1
22082,2
22083,1
22084,1
22085,1
22086,2
22087,1
22088,1
22089,2
22090,2
22091,1
22092,1
22093,3
22094,1
22095,1
22096,4
22097,2
22098,1
22099,3
22100,1
22101,1
22102,1
22103,3
22104,1
22105,1
22106,1
22107,1
22108,1
22109,1
22110,2
22111,2
22112,2
22113,1
22114,1
22115,2
22116,2
22117,1
22118,3
22119,2
22120,2
22121,1
22122,1
22123,1
22124,2
22125,1
22126,2
22127,1
22128,1
22129,2
22130,1
22131,1
22132,1
22133,1
22134,2
22135,1
22136,1
22137,1
22138,4
22139,1
22140,3
22141,2
22142,2
22143,2
22144,3
22145,1
22146,1
22147,1
22148,3
22149,2
22150,1
22151,3
22152,1
22153,1
22154,2
22155,3
22156,1
22157,2
22158,1
22159,2
22160,1
22161,1
22162,1
22163,3
22164,2
22165,1
22166,1
22167,1
22168,1
22169,2
22170,1
22171,1
22172,1
22173,4
22174,2
22175,2
22176,1
22177,2
22178,2
22179,2
22180,2
22181,4
22182,1
22183,0
22184,1
22185,4
22186,1
22187,1
22188,2
22189,2
22190,2
22191,1
22192,3
22193,1
22194,1
22195,2
22196,1
22197,2
22198,1
22199,1
22200,3
22201,2
22202,2
22203,1
22204,1
22205,2
22206,2
22207,1
22208,2
22209,2
22210,2
22211,4
22212,1
22213,2
22214,0
22215,1
22216,1
22217,1
22218,2
22219,1
22220,2
22221,2
22222,1
22223,1
22224,1
22225,3
22226,1
22227,1
22228,2
22229,1
22230,2
22231,2
22232,1
22233,0
22234,2
22235,2
22236,2
22237,2
22238,2
22239,1
22240,4
22241,2
22242,2
22243,2
22244,3
22245,2
22246,1
22247,1
22248,3
22249,1
22250,1
22251,1
22252,1
22253,2
22254,1
22255,2
22256,2
22257,2
22258,1
22259,1
22260,1
22261,1
22262,1
22263,1
22264,1
22265,2
22266,1
22267,1
22268,4
22269,1
22270,1
22271,1
22272,3
22273,2
22274,4
22275,2
22276,1
22277,4
22278,1
22279,4
22280,1
22281,3
22282,2
22283,1
22284,2
22285,2
22286,4
22287,1
22288,3
22289,1
22290,2
22291,1
22292,2
22293,0
22294,2
22295,3
22296,1
22297,2
22298,2
22299,1
22300,1
22301,1
22302,1
22303,2
22304,2
22305,1
22306,2
22307,1
22308,3
22309,2
22310,2
22311,2
22312,3
22313,2
22314,1
22315,1
22316,1
22317,2
22318,2
22319,1
22320,1
22321,1
22322,4
22323,1
22324,2
22325,1
22326,1
22327,2
22328,1
22329,3
22330,4
22331,2
22332,1
22333,1
22334,1
22335,3
22336,4
22337,1
22338,1
22339,1
22340,4
22341,2
22342,1
22343,1
22344,4
22345,1
22346,2
22347,1
22348,1
22349,2
22350,1
22351,2
22352,3
22353,1
22354,1
22355,2
22356,1
22357,2
22358,1
22359,3
22360,2
22361,1
22362,2
22363,1
22364,1
22365,1
22366,1
22367,3
22368,1
22369,1
22370,1
22371,2
22372,2
22373,2
22374,1
22375,1
22376,3
22377,1
22378,2
22379,4
22380,1
22381,2
22382,1
22383,1
22384,1
22385,1
22386,2
22387,1
22388,1
22389,1
22390,1
22391,2
22392,2
22393,2
22394,3
22395,2
22396,1
22397,2
22398,1
22399,1
22400,1
22401,2
22402,1
22403,2
22404,2
22405,1
22406,1
22407,1
22408,1
22409,1
22410,2
22411,4
22412,1
22413,1
22414,1
22415,1
22416,2
22417,1
22418,2
22419,2
22420,1
22421,2
22422,2
22423,1
22424,3
22425,1
22426,2
22427,1
22428,2
22429,3
22430,1
22431,1
22432,1
22433,1
22434,3
22435,2
22436,1
22437,2
22438,2
22439,2
22440,1
22441,2
22442,1
22443,2
22444,1
22445,1
22446,1
22447,4
22448,2
22449,1
22450,2
22451,1
22452,2
22453,3
22454,0
22455,1
22456,2
22457,1
22458,1
22459,1
22460,2
22461,2
22462,4
22463,0
22464,1
22465,2
22466,1
22467,3
22468,1
22469,1
22470,2
22471,1
22472,2
22473,1
22474,2
22475,1
22476,3
22477,3
22478,2
22479,2
22480,1
22481,1
22482,1
22483,1
22484,3
22485,2
22486,1
22487,1
22488,1
22489,2
22490,1
22491,1
22492,2
22493,3
22494,1
22495,2
22496,1
22497,1
22498,1
22499,2
22500,2
22501,2
22502,2
22503,3
22504,1
22505,2
22506,2
22507,1
22508,2
22509,4
22510,1
22511,2
22512,2
22513,1
22514,1
22515,3
22516,2
22517,1
22518,1
22519,2
22520,4
22521,2
22522,1
22523,1
22524,1
22525,1
22526,1
22527,2
22528,1
22529,1
22530,1
22531,1
22532,1
22533,3
22534,1
22535,0
22536,1
22537,3
22538,1
22539,1
22540,1
22541,1
22542,1
22543,2
22544,2
